,voltage,cmean,cstd,lmean,lstd,vmean,vstd
0,150.0,494.0,1.0,87030.0,560.0,0.001,0.0
1,149.0,487.8795,0.09149999999999636,50.82,0.07000000000000028,3.0,0.0
2,148.0,481.15250000000003,0.024500000000017508,50.83,0.010000000000001563,3.0,0.0
3,147.0,474.5475,0.0014999999999929514,50.69,0.0,3.0,0.0
4,146.0,468.1475,0.01650000000000773,50.52,0.0,3.0,0.0
5,145.0,461.89750000000004,0.02750000000000341,50.33,0.0,3.0,0.0
6,144.0,455.881,0.03499999999999659,50.165,0.015000000000000568,3.0,0.0
7,143.0,450.126,0.03499999999999659,50.215,0.06500000000000128,3.0,0.0
8,142.0,444.6415,0.03849999999999909,50.86,0.0799999999999983,3.0,0.0
9,141.0,439.463,0.04099999999999682,52.925,0.18499999999999872,3.0,0.0
10,140.0,434.4045,0.06450000000000955,55.185,0.06500000000000128,3.0,0.0
11,139.0,429.1925,0.06749999999999545,55.63,0.10999999999999943,3.0,0.0
12,138.0,423.69100000000003,0.07899999999997931,55.45,0.14000000000000057,3.0,0.0
13,137.0,416.8895,0.07549999999997681,53.19,0.23000000000000043,3.0,0.0
14,136.0,407.69,0.20999999999997954,49.12,0.14000000000000057,3.0,0.0
15,135.0,396.4425,0.3474999999999966,46.045,0.054999999999999716,3.0,0.0
16,134.0,370.7,0.44999999999998863,36.285,0.11499999999999844,3.0,0.0
17,133.0,344.125,0.3550000000000182,30.58,0.11999999999999922,3.0,0.0
18,132.0,322.6,0.3300000000000125,28.085,0.015000000000000568,3.0,0.0
19,131.0,304.17999999999995,0.3400000000000034,27.0,0.3999999999999986,3.0,0.0
20,130.0,288.175,0.26499999999998636,25.9,0.0,3.0,0.0
21,129.0,274.09000000000003,0.22999999999998977,25.7,0.0,3.0,0.0
22,128.0,261.475,0.2050000000000125,25.45,0.05000000000000071,3.0,0.0
23,127.0,250.58499999999998,0.32500000000000284,25.25,0.05000000000000071,3.0,0.0
24,126.0,239.975,0.16499999999999204,24.9,0.0,3.0,0.0
25,125.0,230.56,0.15000000000000568,24.7,0.0,3.0,0.0
26,124.0,222.29500000000002,0.24499999999999034,24.6,0.0,3.0,0.0
27,123.0,214.38,0.28000000000000114,24.3,0.0,3.0,0.0
28,122.0,206.575,0.14499999999999602,24.0,0.0,3.0,0.0
29,121.0,199.905,0.22499999999999432,23.7,0.0,3.0,0.0
30,120.0,193.16,0.15000000000000568,23.2,0.0,3.0,0.0
31,119.0,186.97500000000002,0.14499999999999602,22.55,0.05000000000000071,3.0,0.0
32,118.0,180.18099999999998,0.13799999999999102,21.775,0.4850000000000012,7.5,0.0
33,117.0,173.38,0.06300000000000239,0.10500000000000001,0.0049999999999999975,7.5,0.0
34,116.0,168.59449999999998,0.0835000000000008,0.095,0.0050000000000000044,7.5,0.0
35,115.0,163.93200000000002,0.08499999999999375,0.09,0.0,7.5,0.0
36,114.0,159.726,0.14400000000000546,0.045,0.045,7.5,0.0
37,113.0,155.337,0.07699999999999818,0.08,0.0,7.5,0.0
38,112.0,151.515,0.14000000000000057,0.08,0.0,7.5,0.0
39,111.0,147.53,0.08299999999999841,0.08,0.0,7.5,0.0
40,110.0,144.0385,0.1454999999999984,0.07500000000000001,0.0049999999999999975,7.5,0.0
41,109.0,140.407,0.07699999999999818,0.065,0.0050000000000000044,7.5,0.0
42,108.0,137.2185,0.12649999999999295,0.055,0.0049999999999999975,11.25,3.75
43,107.0,133.8835,0.07949999999999591,0.05,0.0,15.0,0.0
44,106.0,130.7995,0.08050000000000068,0.05,0.0,15.0,0.0
45,105.0,127.8475,0.07950000000000301,0.04,0.0,15.0,0.0
46,104.0,125.0195,0.07050000000000267,0.04,0.0,15.0,0.0
47,103.0,122.274,0.0660000000000025,0.04,0.0,15.0,0.0
48,102.0,119.668,0.06800000000000495,0.04,0.0,15.0,0.0
49,101.0,117.14500000000001,0.06700000000000017,0.04,0.0,15.0,0.0
50,100.0,114.6885,0.06150000000000233,0.04,0.0,15.0,0.0
51,99.0,112.3475,0.0625,0.04,0.0,15.0,0.0
52,98.0,110.077,0.05799999999999983,0.04,0.0,15.0,0.0
53,97.0,107.85849999999999,0.0555000000000021,0.04,0.0,15.0,0.0
54,96.0,105.858,0.08200000000000074,0.015,0.015,15.0,0.0
55,95.0,103.85,0.10000000000000142,0.015,0.015,15.0,0.0
56,94.0,101.878,0.09199999999999875,0.025,0.004999999999999999,15.0,0.0
57,93.0,99.96199999999999,0.0940000000000012,0.025,0.004999999999999999,15.0,0.0
58,92.0,97.965,0.05299999999999727,0.03,0.0,15.0,0.0
59,91.0,96.1345,0.048500000000004206,0.02,0.0,15.0,0.0
60,90.0,94.485,0.07800000000000296,0.02,0.0,15.0,0.0
61,89.0,92.81200000000001,0.08500000000000085,0.02,0.0,15.0,0.0
62,88.0,91.048,0.04899999999999949,0.02,0.0,15.0,0.0
63,87.0,89.5355,0.07550000000000523,0.02,0.0,15.0,0.0
64,86.0,87.9975,0.08549999999999613,0.02,0.0,15.0,0.0
